datetime,rain_mm_h
2025-04-01 00:00:00,0.0
2025-04-01 01:00:00,0.0
2025-04-01 02:00:00,0.2
2025-04-01 03:00:00,0.0
2025-04-01 04:00:00,2.9
2025-04-01 05:00:00,0.5
2025-04-01 06:00:00,0.0
2025-04-01 07:00:00,0.0
2025-04-01 08:00:00,0.0
2025-04-01 09:00:00,28.0
2025-04-01 10:00:00,27.1
2025-04-01 11:00:00,30.3
2025-04-01 12:00:00,28.9
2025-04-01 13:00:00,32.5
2025-04-01 14:00:00,29.4
2025-04-01 15:00:00,0.0
2025-04-01 16:00:00,2.8
2025-04-01 17:00:00,0.0
2025-04-01 18:00:00,24.9
2025-04-01 19:00:00,23.0
2025-04-01 20:00:00,25.2
2025-04-01 21:00:00,22.5
2025-04-01 22:00:00,2.0
2025-04-01 23:00:00,0.0
2025-04-02 00:00:00,2.9
2025-04-02 01:00:00,0.0
2025-04-02 02:00:00,0.0
2025-04-02 03:00:00,0.6
2025-04-02 04:00:00,19.5
2025-04-02 05:00:00,22.8
2025-04-02 06:00:00,20.0
2025-04-02 07:00:00,19.5
2025-04-02 08:00:00,21.1
2025-04-02 09:00:00,18.7
2025-04-02 10:00:00,22.6
2025-04-02 11:00:00,24.8
2025-04-02 12:00:00,23.6
2025-04-02 13:00:00,28.5
2025-04-02 14:00:00,0.0
2025-04-02 15:00:00,1.1
2025-04-02 16:00:00,23.3
2025-04-02 17:00:00,21.7
2025-04-02 18:00:00,23.2
2025-04-02 19:00:00,0.0
2025-04-02 20:00:00,0.0
2025-04-02 21:00:00,2.1
2025-04-02 22:00:00,0.0
2025-04-02 23:00:00,0.0
2025-04-03 00:00:00,0.0
2025-04-03 01:00:00,20.4
2025-04-03 02:00:00,17.9
2025-04-03 03:00:00,18.4
2025-04-03 04:00:00,19.2
2025-04-03 05:00:00,15.9
2025-04-03 06:00:00,18.7
2025-04-03 07:00:00,18.3
2025-04-03 08:00:00,0.0
2025-04-03 09:00:00,0.0
2025-04-03 10:00:00,0.0
2025-04-03 11:00:00,1.4
2025-04-03 12:00:00,0.0
2025-04-03 13:00:00,0.0
2025-04-03 14:00:00,17.4
2025-04-03 15:00:00,18.1
2025-04-03 16:00:00,19.3
2025-04-03 17:00:00,0.0
2025-04-03 18:00:00,19.6
2025-04-03 19:00:00,19.0
2025-04-03 20:00:00,20.3
2025-04-03 21:00:00,23.9
2025-04-03 22:00:00,20.2
2025-04-03 23:00:00,0.0
2025-04-04 00:00:00,0.0
2025-04-04 01:00:00,1.5
2025-04-04 02:00:00,0.1
2025-04-04 03:00:00,0.0
2025-04-04 04:00:00,21.0
2025-04-04 05:00:00,21.3
2025-04-04 06:00:00,20.4
2025-04-04 07:00:00,19.9
2025-04-04 08:00:00,20.5
2025-04-04 09:00:00,20.7
2025-04-04 10:00:00,17.7
2025-04-04 11:00:00,2.4
2025-04-04 12:00:00,0.0
2025-04-04 13:00:00,0.0
2025-04-04 14:00:00,1.5
2025-04-04 15:00:00,0.0
2025-04-04 16:00:00,2.1
2025-04-04 17:00:00,0.0
2025-04-04 18:00:00,24.7
2025-04-04 19:00:00,28.0
2025-04-04 20:00:00,23.2
2025-04-04 21:00:00,2.8
2025-04-04 22:00:00,2.0
2025-04-04 23:00:00,0.0
2025-04-05 00:00:00,0.3
2025-04-05 01:00:00,0.0
2025-04-05 02:00:00,0.0
2025-04-05 03:00:00,0.0
2025-04-05 04:00:00,0.0
2025-04-05 05:00:00,0.0
2025-04-05 06:00:00,29.1
2025-04-05 07:00:00,25.5
2025-04-05 08:00:00,26.1
2025-04-05 09:00:00,29.5
2025-04-05 10:00:00,25.5
2025-04-05 11:00:00,26.4
2025-04-05 12:00:00,0.0
2025-04-05 13:00:00,2.1
2025-04-05 14:00:00,0.0
2025-04-05 15:00:00,0.0
2025-04-05 16:00:00,0.0
2025-04-05 17:00:00,1.1
2025-04-05 18:00:00,2.9
2025-04-05 19:00:00,0.0
2025-04-05 20:00:00,0.0
2025-04-05 21:00:00,0.0
2025-04-05 22:00:00,2.2
2025-04-05 23:00:00,1.9
